pdb	RMSD_orig	RMSD_alt	pLDDT
5UM7B_034_1.pdb	1.704	7.034	75.986
1LU4_170_1.pdb	0.717	2.117	89.920
2L57_031_1.pdb	2.145	2.782	85.697
3C71A_041_1.pdb	13.025	9.386	59.979
5UM7B_071_1.pdb	2.393	7.241	61.425
2LS5A_091_1.pdb	1.306	5.450	86.748
3U5RE_087_1.pdb	3.603	6.055	47.750
1LU4_135_1.pdb	0.544	1.725	89.315
3OR5A_161_1.pdb	13.441	12.542	42.397
3GL3D_147_1.pdb	2.139	8.175	69.076
3OR5A_124_1.pdb	3.208	5.160	59.069
3GL3D_102_1.pdb	7.290	4.900	58.014
3KCMA_008_1.pdb	3.682	4.903	69.850
4NMUD_069_1.pdb	1.358	4.604	72.719
5UM7B_129_1.pdb	1.992	6.290	71.780
3C71A_119_1.pdb	14.118	6.545	54.328
1LU4_028_1.pdb	0.204	1.881	94.492
2OKA_028_1.pdb	8.171	7.435	79.190
3GL5_050_1.pdb	10.196	11.555	78.399
3GL5_015_1.pdb	10.156	11.481	82.238
1KNGA_092_1.pdb	10.039	8.415	39.298
3KCMA_115_1.pdb	4.691	5.023	66.621
3KCMA_150_1.pdb	5.727	10.396	47.712
4NMUD_131_1.pdb	1.263	3.448	84.202
3OR5A_039_1.pdb	1.356	3.110	70.953
3OR5A_081_1.pdb	6.018	4.546	40.153
6MZA_048_1.pdb	0.650	0.435	81.378
2EC4_045_1.pdb	3.667	4.484	42.898
4EUY_051_1.pdb	4.964	4.885	83.916
3IOSA_019_1.pdb	1.395	0.929	57.931
4EUY_014_1.pdb	5.885	5.807	82.372
2EC4_000_1.pdb	3.680	4.503	40.549
2OKA_090_1.pdb	8.295	7.764	74.135
3U5RE_167_1.pdb	5.165	6.995	50.786
3W8J_019_1.pdb	10.244	10.052	46.782
1LU4_090_1.pdb	0.296	1.674	91.922
3U5RE_122_1.pdb	1.855	6.543	68.788
6MZA_075_1.pdb	0.667	0.479	80.731
6MZA_030_1.pdb	0.723	0.459	82.115
3IOSA_061_1.pdb	0.791	1.766	91.862
4EUY_029_1.pdb	5.415	5.348	89.474
3IOSA_024_1.pdb	0.747	1.679	91.554
2EC4_078_1.pdb	3.405	4.378	40.337
3KCMA_190_1.pdb	3.961	5.231	66.600
1KNGA_017_1.pdb	1.742	7.423	86.759
3GL5_090_1.pdb	9.783	11.692	81.172
1KNGA_052_1.pdb	6.653	9.657	51.554
5UM7B_1.pdb	1.642	6.818	88.084
3W8J_024_1.pdb	4.309	4.267	79.296
3W8J_061_1.pdb	4.236	4.554	74.207
1LU4_015_1.pdb	0.252	1.504	89.752
5UM7B_151_1.pdb	1.816	7.785	72.424
3C71A_124_1.pdb	2.923	12.758	55.783
1LU4_050_1.pdb	0.206	1.768	94.261
5UM7B_114_1.pdb	1.762	7.074	73.971
3GL5_028_1.pdb	10.651	11.496	81.238
2OKA_050_1.pdb	6.288	5.896	75.344
2OKA_015_1.pdb	7.287	5.870	77.730
4EUY_091_1.pdb	5.398	5.332	89.814
3KCMA_128_1.pdb	3.221	4.485	82.359
4NMUD_149_1.pdb	1.211	3.492	88.887
3OR5A_004_1.pdb	0.856	2.838	83.125
3GL3D_022_1.pdb	1.728	8.760	68.841
6MZA_088_1.pdb	0.807	0.586	73.421
3OR5A_041_1.pdb	2.840	5.555	53.105
3GL3D_067_1.pdb	7.564	6.431	51.222
3GL5_135_1.pdb	9.979	11.212	86.316
3EMX_020_1.pdb	12.229	9.813	55.262
2OKA_108_1.pdb	6.283	5.919	71.516
3GL5_170_1.pdb	10.252	11.621	79.549
1LU4_108_1.pdb	0.234	1.759	94.006
3W8J_181_1.pdb	3.456	3.540	79.454
5UM7B_009_1.pdb	1.760	7.041	77.964
3C71A_039_1.pdb	10.797	7.379	47.513
2L57_049_1.pdb	2.006	2.266	76.345
3OR5A_119_1.pdb	2.329	4.509	63.447
6MZA_195_1.pdb	0.757	0.675	57.808
3KCMA_070_1.pdb	5.000	6.266	59.967
4NMUD_011_1.pdb	2.284	4.144	75.746
4NMUD_054_1.pdb	1.420	3.374	82.263
3KCMA_035_1.pdb	5.287	5.922	53.225
4EUY_134_1.pdb	5.522	5.446	91.234
4EUY_171_1.pdb	5.268	5.215	82.818
3IOSA_139_1.pdb	0.790	1.226	73.385
6MZA_168_1.pdb	0.646	0.469	73.227
3PH9_034_1.pdb	10.384	11.260	69.085
3W8J_139_1.pdb	8.517	11.261	35.194
3U5RE_002_1.pdb	1.291	5.687	87.420
2LS5A_014_1.pdb	1.347	4.825	84.224
3C71A_081_1.pdb	2.128	12.685	77.448
3U5RE_047_1.pdb	7.489	9.828	46.666
2LS5A_051_1.pdb	1.231	5.859	87.590
4NMUD_128_1.pdb	3.357	2.794	67.223
3KCMA_149_1.pdb	3.871	5.120	72.470
3OR5A_020_1.pdb	7.571	14.397	51.543
3GL3D_006_1.pdb	3.779	8.404	62.871
3OR5A_065_1.pdb	10.585	9.605	35.852
3GL3D_043_1.pdb	2.647	8.930	76.294
1LU4_031_1.pdb	0.637	1.850	89.923
3U5RE_183_1.pdb	5.837	4.135	47.267
3C71A_100_1.pdb	11.131	11.919	51.783
1LU4_074_1.pdb	1.719	2.320	66.492
5UM7B_130_1.pdb	1.685	6.798	71.604
2OKA_074_1.pdb	7.045	5.867	76.860
3GL5_049_1.pdb	10.245	11.535	80.274
2OKA_031_1.pdb	8.297	7.759	81.500
1KNGA_033_1.pdb	2.229	7.642	68.867
2OKA_089_1.pdb	8.364	7.733	79.182
1KNGA_076_1.pdb	9.815	12.668	44.748
1LU4_089_1.pdb	0.430	2.812	85.185
3W8J_000_1.pdb	3.549	3.620	77.927
3W8J_045_1.pdb	9.747	9.577	44.661
6MZA_051_1.pdb	0.741	0.524	81.077
3OR5A_098_1.pdb	4.317	7.259	66.780
6MZA_014_1.pdb	0.805	0.490	81.345
2EC4_019_1.pdb	3.628	4.472	49.048
3IOSA_045_1.pdb	1.016	1.903	85.011
3IOSA_000_1.pdb	0.691	1.637	92.727
4EUY_048_1.pdb	5.303	5.241	86.740
3U5RE_026_1.pdb	8.017	10.589	49.393
1LU4_194_1.pdb	1.362	1.121	68.018
2LS5A_030_1.pdb	2.750	11.920	44.543
3W8J_158_1.pdb	4.675	4.819	71.026
3U5RE_063_1.pdb	2.187	7.902	66.534
5UM7B_095_1.pdb	1.662	6.273	74.101
2LS5A_075_1.pdb	4.544	5.371	64.540
4EUY_110_1.pdb	5.584	5.504	82.768
3IOSA_158_1.pdb	1.059	2.512	83.898
4EUY_155_1.pdb	5.098	5.032	81.761
3OR5A_185_1.pdb	2.637	6.013	66.469
3PH9_010_1.pdb	5.756	6.287	74.361
6MZA_109_1.pdb	2.603	2.361	39.906
3OR5A_178_1.pdb	3.056	5.842	49.280
3KCMA_054_1.pdb	4.094	3.803	62.401
4NMUD_035_1.pdb	4.520	3.156	68.817
4NMUD_070_1.pdb	1.410	3.840	80.973
3KCMA_011_1.pdb	2.600	4.479	87.380
1KNGA_196_1.pdb	9.372	4.094	53.028
3GL5_111_1.pdb	9.554	11.923	85.849
3EMX_004_1.pdb	4.041	4.355	73.734
3GL5_154_1.pdb	10.404	11.828	85.434
2LS5A_088_1.pdb	6.653	4.216	45.642
5UM7B_068_1.pdb	1.588	7.376	78.851
3C71A_058_1.pdb	9.666	8.843	58.714
2L57_028_1.pdb	2.099	2.715	78.666
1LU4_169_1.pdb	0.359	1.735	90.411
3OR5A_145_1.pdb	1.964	3.934	60.885
3GL3D_163_1.pdb	1.824	8.714	60.738
3OR5A_100_1.pdb	0.879	2.606	77.383
3GL3D_126_1.pdb	8.188	4.427	44.136
4NMUD_008_1.pdb	1.355	3.789	87.350
3KCMA_069_1.pdb	5.422	5.949	68.600
3GL5_169_1.pdb	10.353	11.739	81.526
2OKA_111_1.pdb	6.352	5.918	79.599
2OKA_154_1.pdb	7.007	5.922	60.419
2L57_050_1.pdb	13.366	12.247	41.052
3C71A_020_1.pdb	1.214	12.465	91.241
5UM7B_010_1.pdb	8.949	8.897	45.367
1LU4_154_1.pdb	0.233	1.830	92.502
2L57_015_1.pdb	2.169	2.764	80.603
3C71A_065_1.pdb	2.219	12.943	69.818
5UM7B_055_1.pdb	1.940	7.110	75.039
1LU4_111_1.pdb	0.892	2.215	89.424
2LS5A_048_1.pdb	1.307	5.380	87.132
3W8J_165_1.pdb	8.871	9.552	38.111
3C71A_098_1.pdb	9.078	14.545	53.220
3W8J_120_1.pdb	4.308	4.342	66.371
1KNGA_156_1.pdb	5.924	4.513	48.510
3GL5_194_1.pdb	10.310	11.521	83.476
6MZA_1.pdb	0.708	0.454	82.748
1KNGA_113_1.pdb	3.105	8.398	69.176
3IOSA_120_1.pdb	0.787	1.818	89.701
4EUY_168_1.pdb	5.491	5.436	90.539
3KCMA_094_1.pdb	3.753	5.489	61.624
3IOSA_165_1.pdb	1.104	1.437	79.629
6MZA_134_1.pdb	0.761	0.489	78.920
6MZA_171_1.pdb	0.726	0.607	64.605
3GL5_089_1.pdb	4.649	5.600	69.834
3W8J_078_1.pdb	3.672	3.725	85.876
3U5RE_143_1.pdb	5.406	8.026	44.472
3U5RE_106_1.pdb	3.002	7.716	53.616
6MZA_029_1.pdb	0.660	0.616	72.834
3GL3D_083_1.pdb	1.449	8.810	75.784
3KCMA_189_1.pdb	2.991	4.812	80.840
2EC4_061_1.pdb	3.725	4.521	48.379
4EUY_075_1.pdb	4.594	4.360	86.767
4EUY_030_1.pdb	5.473	5.408	89.418
3IOSA_078_1.pdb	0.909	1.699	84.244
2EC4_024_1.pdb	3.523	4.447	56.227
4NMUD_150_1.pdb	4.012	8.721	49.945
3IOSA_085_1.pdb	1.562	1.503	71.945
3KCMA_131_1.pdb	4.187	5.152	68.575
3KCMA_174_1.pdb	3.652	4.962	74.229
4NMUD_115_1.pdb	5.392	2.415	58.890
4EUY_088_1.pdb	5.545	5.472	81.936
3OR5A_058_1.pdb	1.692	3.701	65.391
6MZA_091_1.pdb	0.725	0.482	83.597
1LU4_049_1.pdb	0.264	1.766	93.556
5UM7B_148_1.pdb	3.487	7.530	61.615
3W8J_085_1.pdb	3.882	3.917	67.448
3GL5_074_1.pdb	10.127	11.742	83.496
2OKA_049_1.pdb	8.297	7.726	83.449
3GL5_031_1.pdb	10.213	11.641	83.519
3IOSA_122_1.pdb	0.902	1.814	87.942
3KCMA_096_1.pdb	4.029	4.535	69.330
3IOSA_167_1.pdb	1.151	1.803	73.041
6MZA_136_1.pdb	0.911	0.637	68.538
6MZA_173_1.pdb	0.913	0.597	75.816
3W8J_167_1.pdb	4.146	3.983	71.266
3U5RE_019_1.pdb	5.727	11.655	53.363
3W8J_122_1.pdb	10.102	11.891	51.001
1KNGA_154_1.pdb	17.085	13.753	30.413
3GL5_196_1.pdb	10.113	11.645	83.369
1KNGA_111_1.pdb	4.398	4.101	49.770
2OKA_113_1.pdb	6.938	5.935	77.542
2OKA_156_1.pdb	6.647	5.970	77.942
2L57_052_1.pdb	2.169	3.101	76.492
3C71A_022_1.pdb	1.113	12.606	87.351
5UM7B_012_1.pdb	1.768	6.492	69.925
1LU4_156_1.pdb	0.379	1.792	89.575
2L57_017_1.pdb	6.731	10.949	50.716
3C71A_067_1.pdb	6.944	13.501	46.677
5UM7B_057_1.pdb	1.651	6.852	79.761
1LU4_113_1.pdb	1.122	2.583	74.669
3OR5A_147_1.pdb	1.148	2.931	88.159
3GL3D_161_1.pdb	9.807	6.042	41.949
3OR5A_102_1.pdb	7.536	9.061	33.673
3GL3D_124_1.pdb	1.748	8.818	67.570
3W8J_087_1.pdb	5.820	6.647	41.314
3GL5_076_1.pdb	10.313	11.555	76.403
3GL5_033_1.pdb	10.177	11.873	82.026
3IOSA_087_1.pdb	0.879	1.899	83.078
4NMUD_152_1.pdb	4.306	3.784	76.339
3KCMA_133_1.pdb	5.272	6.662	60.599
3KCMA_176_1.pdb	4.656	3.243	63.228
4NMUD_117_1.pdb	4.038	1.793	57.979
6MZA_093_1.pdb	0.815	0.561	80.813
3GL3D_039_1.pdb	1.861	8.359	72.100
3GL3D_081_1.pdb	1.313	8.664	89.048
2EC4_063_1.pdb	3.713	4.397	56.761
4EUY_077_1.pdb	5.361	5.304	83.149
4EUY_032_1.pdb	5.381	5.315	90.018
2EC4_026_1.pdb	3.692	4.472	46.773
1KNGA_049_1.pdb	6.694	7.286	52.860
3U5RE_141_1.pdb	1.360	6.032	73.391
3U5RE_104_1.pdb	1.319	6.079	61.845
6MZA_053_1.pdb	0.705	0.447	81.643
6MZA_016_1.pdb	0.701	0.441	82.763
3IOSA_047_1.pdb	3.544	5.114	70.413
3IOSA_002_1.pdb	0.717	1.552	89.594
1KNGA_031_1.pdb	1.924	8.953	64.801
1KNGA_074_1.pdb	8.936	8.102	46.979
3U5RE_139_1.pdb	4.936	3.837	49.364
3W8J_002_1.pdb	12.667	12.739	36.082
3W8J_047_1.pdb	11.775	12.955	35.601
3U5RE_181_1.pdb	1.729	5.622	64.741
1LU4_033_1.pdb	0.275	2.076	91.750
3C71A_102_1.pdb	11.483	7.852	46.858
1LU4_076_1.pdb	0.228	1.787	92.456
5UM7B_132_1.pdb	1.631	7.100	79.453
1KNGA_089_1.pdb	2.444	8.377	69.830
2OKA_076_1.pdb	7.007	6.187	75.997
2OKA_033_1.pdb	6.391	5.912	74.746
3OR5A_022_1.pdb	1.140	2.920	86.155
3GL3D_004_1.pdb	1.652	8.540	71.150
3OR5A_067_1.pdb	1.400	3.781	78.812
3GL3D_041_1.pdb	7.882	4.688	49.439
1KNGA_194_1.pdb	3.060	9.351	62.541
3GL5_113_1.pdb	10.198	11.744	76.713
3EMX_006_1.pdb	3.930	4.317	74.546
3GL5_156_1.pdb	10.139	11.682	84.907
3GL3D_119_1.pdb	9.292	7.681	37.559
3KCMA_056_1.pdb	5.413	5.238	48.855
4NMUD_037_1.pdb	1.370	3.654	86.637
4NMUD_072_1.pdb	2.461	2.938	72.771
3KCMA_013_1.pdb	2.838	4.554	86.487
4EUY_112_1.pdb	5.388	5.323	88.793
4EUY_157_1.pdb	5.302	5.233	84.083
3OR5A_187_1.pdb	3.230	5.917	58.046
3PH9_012_1.pdb	8.658	9.436	76.235
1LU4_196_1.pdb	0.334	1.760	91.675
3U5RE_024_1.pdb	1.393	5.703	70.925
2LS5A_032_1.pdb	12.182	6.620	43.037
3U5RE_061_1.pdb	4.070	10.240	59.602
5UM7B_097_1.pdb	1.657	6.595	75.830
2LS5A_077_1.pdb	3.638	9.891	56.532
1KNGA_169_1.pdb	13.677	10.948	33.354
4EUY_093_1.pdb	5.432	5.365	90.092
3OR5A_006_1.pdb	1.132	2.819	85.665
3GL3D_020_1.pdb	4.467	8.977	54.001
3OR5A_043_1.pdb	3.143	2.707	64.823
3GL3D_065_1.pdb	1.323	8.614	84.513
1LU4_017_1.pdb	15.673	13.621	43.876
5UM7B_153_1.pdb	7.851	7.956	47.868
3C71A_126_1.pdb	12.231	11.622	48.750
1LU4_052_1.pdb	0.263	1.732	92.934
5UM7B_116_1.pdb	1.671	6.944	79.353
2OKA_052_1.pdb	8.295	7.646	73.614
2OKA_017_1.pdb	8.374	7.771	84.193
1KNGA_015_1.pdb	4.609	4.652	50.255
3GL5_092_1.pdb	11.064	9.852	71.496
1KNGA_050_1.pdb	11.876	13.209	49.554
3W8J_026_1.pdb	7.783	8.185	37.183
3U5RE_158_1.pdb	2.254	8.495	65.652
3W8J_063_1.pdb	6.643	9.429	38.571
6MZA_077_1.pdb	0.716	0.478	80.354
3GL3D_098_1.pdb	6.698	3.619	56.059
6MZA_032_1.pdb	0.737	0.464	84.669
3IOSA_063_1.pdb	1.234	1.905	86.772
3IOSA_026_1.pdb	0.758	1.739	90.607
3KCMA_192_1.pdb	3.484	5.594	78.935
3U5RE_000_1.pdb	1.260	5.393	92.279
2LS5A_016_1.pdb	1.358	5.811	84.351
3C71A_083_1.pdb	11.370	8.714	60.885
3U5RE_045_1.pdb	1.247	6.006	80.298
2LS5A_053_1.pdb	6.246	3.486	53.298
1KNGA_108_1.pdb	5.932	4.167	55.865
4EUY_136_1.pdb	5.568	5.485	83.605
4EUY_173_1.pdb	5.435	5.377	88.030
3PH9_036_1.pdb	10.482	11.298	56.317
3GL3D_178_1.pdb	4.835	8.573	56.632
6MZA_197_1.pdb	0.829	0.581	75.335
3KCMA_072_1.pdb	3.602	7.003	66.072
4NMUD_013_1.pdb	2.420	3.659	72.551
3GL3D_1.pdb	1.334	8.673	94.344
4NMUD_056_1.pdb	1.370	3.777	91.094
3KCMA_037_1.pdb	2.863	4.494	87.734
3GL5_137_1.pdb	9.988	12.020	87.385
3EMX_022_1.pdb	2.204	4.254	82.321
3GL5_172_1.pdb	11.273	9.624	67.729
3W8J_183_1.pdb	3.816	4.030	74.748
3OR5A_163_1.pdb	1.094	3.084	70.947
3GL3D_145_1.pdb	1.323	8.306	74.562
3OR5A_126_1.pdb	2.705	4.092	59.107
3GL3D_100_1.pdb	1.507	8.327	68.354
2OKA_137_1.pdb	6.940	5.920	75.929
2L57_076_1.pdb	3.317	4.604	64.358
3C71A_006_1.pdb	8.826	13.897	43.302
5UM7B_036_1.pdb	1.715	6.554	78.844
1LU4_172_1.pdb	0.339	4.364	81.398
2L57_033_1.pdb	11.946	9.294	40.251
3C71A_043_1.pdb	8.180	8.390	64.896
5UM7B_073_1.pdb	1.713	7.100	77.815
2LS5A_093_1.pdb	5.822	7.515	60.703
1LU4_137_1.pdb	0.796	1.711	73.773
3U5RE_085_1.pdb	1.260	5.294	71.015
3U5RE_078_1.pdb	1.279	6.023	77.022
3W8J_143_1.pdb	3.599	3.943	80.629
3W8J_106_1.pdb	3.614	3.492	80.113
1KNGA_170_1.pdb	4.362	9.829	57.428
1KNGA_135_1.pdb	8.381	6.929	48.708
3IOSA_106_1.pdb	1.529	1.474	75.919
3IOSA_143_1.pdb	0.717	1.636	88.217
4NMUD_096_1.pdb	3.398	2.095	73.981
6MZA_112_1.pdb	0.697	0.480	81.068
6MZA_157_1.pdb	0.786	0.471	77.099
2OKA_092_1.pdb	7.072	6.044	60.264
1KNGA_028_1.pdb	2.345	7.583	57.004
3U5RE_165_1.pdb	2.061	6.233	66.511
3U5RE_120_1.pdb	1.789	6.462	65.953
1LU4_092_1.pdb	0.384	1.921	87.426
3OR5A_083_1.pdb	1.104	2.656	84.468
2EC4_047_1.pdb	3.695	4.480	68.080
4EUY_053_1.pdb	5.287	5.226	85.980
4EUY_016_1.pdb	5.419	5.349	88.945
2EC4_002_1.pdb	3.702	4.397	38.387
3KCMA_117_1.pdb	2.488	4.567	84.317
3KCMA_152_1.pdb	5.042	3.112	65.984
4NMUD_133_1.pdb	7.171	5.199	54.006
3GL3D_058_1.pdb	10.979	5.563	54.231
3U5RE_198_1.pdb	1.178	5.554	71.950
3GL5_052_1.pdb	10.477	11.470	81.274
3GL5_017_1.pdb	10.129	11.712	82.166
1KNGA_090_1.pdb	10.215	6.473	39.165
