Hit,Z-score,rmsd,lali,nres,%id,Description
5ovq-J,13.9,2.3,133,217,17,PEROXIREDOXIN                                
5ovq-G,13.9,2.3,133,218,17,PEROXIREDOXIN                                
6e0f-B,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
6e0f-F,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
6e0f-E,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
6e0f-G,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
3zlp-E,13.9,2.5,131,162,15,THIOREDOXIN PEROXIDASE                       
6e0f-I,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
6e0f-J,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
2rii-A,13.9,2.4,132,184,18,PEROXIREDOXIN-1                              
6e0f-A,13.9,2.3,130,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
1qq2-B,13.9,2.4,131,173,18,THIOREDOXIN PEROXIDASE 2                     
4l0u-J,13.9,2.3,131,179,22,"2-CYS PEROXIREDOXIN, PUTATIVE                "
3qpm-B,13.9,2.4,134,194,16,PEROXIREDOXIN                                
3hy2-B,13.9,2.4,131,184,18,PEROXIREDOXIN-1                              
1qq2-A,13.9,2.4,131,173,18,THIOREDOXIN PEROXIDASE 2                     
6e0f-C,13.9,2.5,132,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
3hy2-A,13.9,2.4,131,185,18,PEROXIREDOXIN-1                              
2v2g-C,13.9,2.3,133,220,13,PEROXIREDOXIN 6                              
2v2g-A,13.9,2.3,133,220,13,PEROXIREDOXIN 6                              
3zlp-I,13.9,2.6,133,163,15,THIOREDOXIN PEROXIDASE                       
5b6m-D,13.9,2.4,132,211,17,PEROXIREDOXIN-6                              
6e0f-H,13.9,2.5,132,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
2v41-B,13.9,2.3,133,220,13,PEROXIREDOXIN 6.                             
5dvb-E,13.9,2.5,132,183,14,TSA2P                                        
6e0f-D,13.9,2.5,132,174,17,MITOCHONDRIAL 2-CYS-PEROXIREDOXIN            
2yzh-D,13.8,2.3,129,171,17,PROBABLE THIOL PEROXIDASE                    
3qpm-E,13.8,2.4,134,195,16,PEROXIREDOXIN                                
2z9s-C,13.8,2.3,131,197,14,PEROXIREDOXIN-1                              
3p7x-C,13.8,2.5,130,163,15,PROBABLE THIOL PEROXIDASE                    
2v2g-D,13.8,2.4,133,219,13,PEROXIREDOXIN 6                              
3a2v-F,13.8,2.3,130,244,16,PROBABLE PEROXIREDOXIN                       
3a2x-E,13.8,2.3,130,243,15,PROBABLE PEROXIREDOXIN                       
3a2v-G,13.8,2.3,130,243,16,PROBABLE PEROXIREDOXIN                       
3a2w-A,13.8,2.3,130,244,15,PROBABLE PEROXIREDOXIN                       
3a2v-D,13.8,2.3,130,240,16,PROBABLE PEROXIREDOXIN                       
3a5w-E,13.8,2.3,133,242,20,PROBABLE PEROXIREDOXIN                       
3a2v-H,13.8,2.3,133,242,20,PROBABLE PEROXIREDOXIN                       
3a2w-I,13.8,2.3,130,244,15,PROBABLE PEROXIREDOXIN                       
2v41-A,13.8,2.3,133,220,13,PEROXIREDOXIN 6.                             
3a2w-G,13.8,2.3,130,243,15,PROBABLE PEROXIREDOXIN                       
3a2v-B,13.8,2.3,130,242,16,PROBABLE PEROXIREDOXIN                       
2v32-C,13.8,2.4,133,220,13,PEROXIREDOXIN 6                              
3a2x-G,13.8,2.3,133,243,19,PROBABLE PEROXIREDOXIN                       
3a2x-B,13.8,2.3,133,242,19,PROBABLE PEROXIREDOXIN                       
6krs-C,13.8,2.3,130,242,15,PEROXIREDOXIN                                
6krm-E,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krq-J,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krq-H,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krs-H,13.8,2.3,130,242,15,PEROXIREDOXIN                                
6krs-D,13.8,2.3,130,242,15,PEROXIREDOXIN                                
6krs-J,13.8,2.3,130,242,15,PEROXIREDOXIN                                
6krk-D,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krm-G,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krq-I,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krr-A,13.8,2.2,130,244,15,PEROXIREDOXIN                                
6krq-F,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krm-D,13.8,2.3,133,244,19,PEROXIREDOXIN                                
6krq-A,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krm-J,13.8,2.3,130,244,15,PEROXIREDOXIN                                
3a5w-I,13.8,2.3,133,244,20,PROBABLE PEROXIREDOXIN                       
6krq-G,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krk-F,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krs-B,13.8,2.3,130,242,15,PEROXIREDOXIN                                
6krk-A,13.8,2.3,130,244,15,PEROXIREDOXIN                                
6krq-E,13.8,2.3,130,244,15,PEROXIREDOXIN                                
3uma-C,13.8,2.3,128,168,13,HYPOTHETICAL PEROXIREDOXIN PROTEIN           
5k2j-I,13.8,2.5,129,157,14,1-CYS PEROXIREDOXIN                          
5ijt-E,13.8,2.4,131,178,15,PEROXIREDOXIN-2                              
2nvl-D,13.8,2.3,130,242,15,PROBABLE PEROXIREDOXIN                       
2nvl-J,13.8,2.3,130,242,15,PROBABLE PEROXIREDOXIN                       
2e2g-I,13.8,2.4,133,238,20,PROBABLE PEROXIREDOXIN                       
2zct-A,13.8,2.3,133,236,19,PROBABLE PEROXIREDOXIN                       
2zct-H,13.8,2.4,133,235,19,PROBABLE PEROXIREDOXIN                       
3vwu-E,13.8,2.4,128,171,11,PEROXIREDOXIN-4                              
6feu-A,13.8,2.3,133,215,17,PEROXIREDOXIN                                
5ijt-D,13.8,2.4,128,158,18,PEROXIREDOXIN-2                              
2v32-D,13.8,2.3,133,219,13,PEROXIREDOXIN 6                              
2v2g-B,13.8,2.3,133,218,13,PEROXIREDOXIN 6                              
2v32-A,13.8,2.3,133,220,13,PEROXIREDOXIN 6                              
5ept-A,13.8,2.5,132,175,14,PEROXIREDOXIN TSA2                           
2m72-A,13.8,2.8,131,153,18,UNCHARACTERIZED THIOREDOXIN-LIKE PROTEIN     
6khx-C,13.8,2.4,134,211,21,PEROXIREDOXIN                                
3zlp-J,13.7,2.5,132,166,14,THIOREDOXIN PEROXIDASE                       
3tkp-B,13.7,2.3,131,197,11,PEROXIREDOXIN-4                              
6khx-G,13.7,2.4,134,209,21,PEROXIREDOXIN                                
2z9s-H,13.7,2.3,131,197,14,PEROXIREDOXIN-1                              
3p7x-D,13.7,2.5,130,163,16,PROBABLE THIOL PEROXIDASE                    
2v41-F,13.7,2.3,133,220,13,PEROXIREDOXIN 6.                             
2v41-E,13.7,2.3,133,220,13,PEROXIREDOXIN 6.                             
3a5w-B,13.7,2.3,133,244,20,PROBABLE PEROXIREDOXIN                       
2v32-B,13.7,2.3,133,218,13,PEROXIREDOXIN 6                              
6krp-B,13.7,2.3,130,244,15,PEROXIREDOXIN                                
6krp-A,13.7,2.3,130,242,15,PEROXIREDOXIN                                
6krp-H,13.7,2.3,133,244,19,PEROXIREDOXIN                                
2wfc-B,13.7,2.5,129,159,16,PEROXIREDOXIN 5                              
2wfc-C,13.7,2.6,129,159,15,PEROXIREDOXIN 5                              
2cv4-D,13.7,2.3,133,242,19,PEROXIREDOXIN                                
2cv4-I,13.7,2.3,130,241,15,PEROXIREDOXIN                                
2e2g-B,13.7,2.3,133,239,20,PROBABLE PEROXIREDOXIN                       
2cv4-G,13.7,2.3,133,242,19,PEROXIREDOXIN                                
2e2g-J,13.7,2.4,133,238,20,PROBABLE PEROXIREDOXIN                       
2cv4-B,13.7,2.3,130,241,15,PEROXIREDOXIN                                
2e2m-B,13.7,2.3,130,237,15,PROBABLE PEROXIREDOXIN                       
2cv4-C,13.7,2.3,130,241,15,PEROXIREDOXIN                                
2e2m-A,13.7,2.3,130,236,15,PROBABLE PEROXIREDOXIN                       
2e2g-G,13.7,2.4,133,238,20,PROBABLE PEROXIREDOXIN                       
2cv4-J,13.7,2.2,130,240,15,PEROXIREDOXIN                                
2cv4-F,13.7,2.3,133,240,19,PEROXIREDOXIN                                
2e2g-D,13.7,2.3,130,238,16,PROBABLE PEROXIREDOXIN                       
2e2m-F,13.7,2.3,130,238,15,PROBABLE PEROXIREDOXIN                       
2zct-D,13.7,2.3,133,238,19,PROBABLE PEROXIREDOXIN                       
2zct-I,13.7,2.4,133,235,19,PROBABLE PEROXIREDOXIN                       
2zct-C,13.7,2.4,133,237,19,PROBABLE PEROXIREDOXIN                       
1wp0-C,13.7,2.5,130,161,17,SCO1 PROTEIN HOMOLOG                         
3zvj-O,13.7,2.5,131,167,15,THIOREDOXIN PEROXIDASE                       
3zvj-J,13.7,2.5,132,171,15,THIOREDOXIN PEROXIDASE                       
3zvj-P,13.7,2.5,132,167,15,THIOREDOXIN PEROXIDASE                       
3zvj-E,13.7,2.6,131,169,15,THIOREDOXIN PEROXIDASE                       
3zvj-R,13.7,2.5,131,168,15,THIOREDOXIN PEROXIDASE                       
3zvj-Q,13.7,2.5,132,163,15,THIOREDOXIN PEROXIDASE                       
3sbc-E,13.7,2.4,134,195,16,PEROXIREDOXIN TSA1                           
6khx-F,13.7,2.4,131,211,17,PEROXIREDOXIN                                
2v41-G,13.7,2.3,133,220,13,PEROXIREDOXIN 6.                             
3zlp-b,13.7,2.6,133,165,15,THIOREDOXIN PEROXIDASE                       
3tkq-B,13.7,2.4,131,185,15,PEROXIREDOXIN-4                              
5hqp-B,13.7,2.5,131,175,11,PEROXIREDOXIN-4                              
3zlp-X,13.6,2.5,132,164,15,THIOREDOXIN PEROXIDASE                       
6khx-H,13.6,2.4,134,203,21,PEROXIREDOXIN                                
6khx-A,13.6,2.4,134,210,21,PEROXIREDOXIN                                
2v41-H,13.6,2.3,133,220,13,PEROXIREDOXIN 6.                             
2jsy-A,13.6,2.7,131,167,16,PROBABLE THIOL PEROXIDASE                    
5xbs-B,13.6,2.3,133,240,20,PEROXIREDOXIN                                
5k2j-A,13.6,2.6,129,160,15,1-CYS PEROXIREDOXIN                          
1prx-B,13.6,2.3,133,218,16,HORF6                                        
6feu-J,13.6,2.3,130,215,15,PEROXIREDOXIN                                
2e2m-E,13.6,2.3,130,238,15,PROBABLE PEROXIREDOXIN                       
2e2m-J,13.6,2.3,130,238,15,PROBABLE PEROXIREDOXIN                       
2cv4-E,13.6,2.3,133,240,19,PEROXIREDOXIN                                
2e2g-F,13.6,2.3,130,238,16,PROBABLE PEROXIREDOXIN                       
2e2m-D,13.6,2.3,130,233,15,PROBABLE PEROXIREDOXIN                       
2e2g-E,13.6,2.4,133,238,20,PROBABLE PEROXIREDOXIN                       
2e2g-C,13.6,2.4,133,239,20,PROBABLE PEROXIREDOXIN                       
2gqm-A,13.6,2.4,132,173,17,"SCO1 PROTEIN HOMOLOG, MITOCHONDRIAL          "
6itz-A,13.6,2.3,133,213,17,PEROXIREDOXIN                                
3zvj-D,13.6,2.5,132,168,15,THIOREDOXIN PEROXIDASE                       
3zvj-B,13.6,2.5,132,166,15,THIOREDOXIN PEROXIDASE                       
3zvj-H,13.6,2.5,132,171,15,THIOREDOXIN PEROXIDASE                       
3vwv-A,13.6,2.4,131,182,11,PEROXIREDOXIN-4                              
3zlp-O,13.6,2.5,131,163,15,THIOREDOXIN PEROXIDASE                       
1xcc-B,13.6,2.2,134,218,14,1-CYS PEROXIREDOXIN                          
5ept-C,13.6,2.5,132,172,14,PEROXIREDOXIN TSA2                           
5ept-G,13.6,2.4,131,175,15,PEROXIREDOXIN TSA2                           
3zlp-S,13.5,2.5,132,163,15,THIOREDOXIN PEROXIDASE                       
3zlp-B,13.5,2.4,130,165,15,THIOREDOXIN PEROXIDASE                       
3zlp-H,13.5,2.6,133,165,14,THIOREDOXIN PEROXIDASE                       
3zlp-Y,13.5,2.6,132,163,15,THIOREDOXIN PEROXIDASE                       
2yzh-B,13.5,2.4,128,170,17,PROBABLE THIOL PEROXIDASE                    
1gp1-A,13.5,2.4,132,184,16,GLUTATHIONE PEROXIDASE                       
3p7x-A,13.5,2.5,130,166,16,PROBABLE THIOL PEROXIDASE                    
2yzh-C,13.5,2.4,129,170,17,PROBABLE THIOL PEROXIDASE                    
3a5w-G,13.5,2.3,133,242,20,PROBABLE PEROXIREDOXIN                       
3a5w-A,13.5,2.3,133,241,20,PROBABLE PEROXIREDOXIN                       
2bmx-C,13.5,2.5,132,169,17,ALKYL HYDROPEROXIDASE C                      
5xbs-C,13.5,2.3,130,241,16,PEROXIREDOXIN                                
1h4o-B,13.5,2.5,128,161,14,PEROXIREDOXIN 5                              
1prx-A,13.5,2.3,133,220,16,HORF6                                        
2e2m-H,13.5,2.4,133,241,19,PROBABLE PEROXIREDOXIN                       
1x0r-G,13.5,2.3,130,244,16,PROBABLE PEROXIREDOXIN                       
2e2m-C,13.5,2.3,130,242,15,PROBABLE PEROXIREDOXIN                       
6khx-J,13.5,2.4,134,207,21,PEROXIREDOXIN                                
3zvj-K,13.5,2.5,132,170,15,THIOREDOXIN PEROXIDASE                       
1xcc-A,13.5,2.3,134,219,14,1-CYS PEROXIREDOXIN                          
3tb2-A,13.5,2.3,134,219,13,1-CYS PEROXIREDOXIN                          
