No,Hit,Z-score,rmsd,lali,nres,%id,Description,,,,,,
1418,5g1k-B,7.1,3,90,229,13,THIOL,DISULFIDE,INTERCHANGE,PROTEIN,DSBG,,
1419,3gyk-B,7.1,2.1,87,173,21,27KDA,OUTER,MEMBRANE,PROTEIN,,,
1420,6utl-A,7.1,2.6,98,167,13,PEROXIREDOXIN,TSA2,,,,,
1421,6utl-F,7.1,2.6,98,165,13,PEROXIREDOXIN,TSA2,,,,,
1422,6utl-D,7.1,2.6,98,165,13,PEROXIREDOXIN,TSA2,,,,,
1423,6utl-J,7.1,2.6,98,164,13,PEROXIREDOXIN,TSA2,,,,,
1424,6utl-H,7.1,2.6,98,167,13,PEROXIREDOXIN,TSA2,,,,,
1425,2h66-E,7.1,2.9,100,161,18,PV-PF14_0368,,,,,,
1426,6utl-B,7.1,2.6,98,165,13,PEROXIREDOXIN,TSA2,,,,,
1427,5nv4-A,7.1,2.5,92,1377,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1428,5n8y-I,7.1,2.9,88,93,7,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1429,3a2x-J,7.1,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1430,3a2x-C,7.1,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1431,3a2x-F,7.1,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1432,5n8y-K,7.1,2.9,88,93,7,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1433,2zct-B,7.1,2.6,102,234,18,PROBABLE,PEROXIREDOXIN,,,,,
1434,2zct-E,7.1,2.8,104,236,17,PROBABLE,PEROXIREDOXIN,,,,,
1435,1x5c-A,7.1,2.9,93,121,17,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1436,4eo3-A,7,2.8,96,321,16,BACTERIOFERRITIN,COMIGRATORY,PROTEIN/NADH,DEHYDRO,,,
1437,3qcp-A,7,2.9,96,410,18,QSOX,FROM,TRYPANOSOMA,BRUCEI,(TBQSOX),,
1438,2k18-A,7,3,88,228,11,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1439,3gkn-A,7,2.6,97,159,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1440,2lst-A,7,2.9,96,130,18,THIOREDOXIN,,,,,,
1441,6ap5-A,7,3.2,94,115,18,THIOREDOXIN,,,,,,
1442,4kw6-A,7,2.6,98,172,16,PEROXIREDOXIN-1,,,,,,
1443,5n2j-B,7,2.6,92,1381,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1444,4xcs-F,7,2.8,102,179,16,PEROXIREDOXIN-1,,,,,,
1445,4fh8-D,7,2.6,98,171,16,ACEPRX-1,,,,,,
1446,5zte-B,7,2.6,102,198,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1447,6khx-I,7,2.9,102,211,20,PEROXIREDOXIN,,,,,,
1448,5zte-F,7,2.6,102,196,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1449,5zte-J,7,2.6,102,194,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1450,4kb3-J,7,2.9,100,163,14,PEROXIDOXIN,,,,,,
1451,5zte-C,7,2.6,100,193,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1452,5zte-D,7,2.6,102,195,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1453,5zte-E,7,2.6,102,194,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1454,5zte-I,7,2.5,100,194,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1455,5zte-A,7,2.6,102,195,15,2-CYS,PEROXIREDOXIN,"BAS1,",CHLOROPLASTIC,,,
1456,3tks-B,7,2.9,104,197,13,PEROXIREDOXIN-4,,,,,,
1457,4kw6-E,7,2.6,98,171,16,PEROXIREDOXIN-1,,,,,,
1458,3tjf-A,7,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
1459,1e2y-C,7,3,102,170,17,TRYPAREDOXIN,PEROXIDASE,,,,,
1460,4kb3-C,7,2.9,100,162,14,PEROXIDOXIN,,,,,,
1461,3tjk-E,7,2.9,104,195,13,PEROXIREDOXIN-4,,,,,,
1462,3tue-D,7,3,100,164,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1463,3tjk-D,7,2.6,102,195,14,PEROXIREDOXIN-4,,,,,,
1464,4kb3-H,7,2.9,100,169,14,PEROXIDOXIN,,,,,,
1465,3tks-D,7,2.6,102,197,13,PEROXIREDOXIN-4,,,,,,
1466,3tks-E,7,2.9,104,197,13,PEROXIREDOXIN-4,,,,,,
1467,4kw6-D,7,2.6,98,172,16,PEROXIREDOXIN-1,,,,,,
1468,4fh8-F,7,2.6,98,170,16,ACEPRX-1,,,,,,
1469,4kb3-I,7,2.6,98,163,14,PEROXIDOXIN,,,,,,
1470,3tjb-A,7,2.7,98,170,13,PEROXIREDOXIN-4,,,,,,
1471,4kw6-B,7,2.6,98,171,16,PEROXIREDOXIN-1,,,,,,
1472,3tjf-E,7,2.6,102,196,14,PEROXIREDOXIN-4,,,,,,
1473,5ijt-A,7,2.9,100,162,16,PEROXIREDOXIN-2,,,,,,
1474,1e2y-I,7,2.9,100,170,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1475,3tkp-B,7,2.6,102,197,14,PEROXIREDOXIN-4,,,,,,
1476,5c04-A,7,2.7,100,153,15,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1477,5idr-B,7,2.1,88,219,19,DSBA-LIKE,PROTEIN,,,,,
1478,6j13-G,7,2.7,98,163,14,2-CYS,PEROXIREDOXIN,,,,,
1479,6j13-C,7,2.7,98,163,14,2-CYS,PEROXIREDOXIN,,,,,
1480,5y7o-A,7,3.2,91,913,11,UGGT,,,,,,
1481,4eo3-B,7,2.8,96,321,16,BACTERIOFERRITIN,COMIGRATORY,PROTEIN/NADH,DEHYDRO,,,
1482,4xs4-B,7,2.7,99,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1483,6e0f-I,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1484,6e0f-H,7,2.8,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1485,1we0-C,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1486,1we0-F,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1487,6e0f-A,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1488,6e0f-J,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1489,6e0f-C,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1490,5c04-B,7,2.7,100,153,15,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1491,1we0-J,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1492,1we0-I,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1493,4xs6-E,7,2.8,97,162,11,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1494,4ma9-B,7,2.7,99,186,10,ALKYL,HYDROPEROXIDE,REDUCTASE,SUBUNIT,C,,
1495,1we0-A,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1496,1we0-H,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1497,1we0-D,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1498,6e0f-B,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1499,6e0f-D,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1500,6e0f-E,7,2.8,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1501,6e0f-F,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1502,1we0-G,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1503,1we0-E,7,3.2,99,166,16,ALKYL,HYDROPEROXIDE,REDUCTASE,C,,,
1504,6e0f-G,7,2.9,100,174,14,MITOCHONDRIAL,2-CYS-PEROXIREDOXIN,,,,,
1505,2z9s-G,7,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1506,2z9s-C,7,2.9,104,197,16,PEROXIREDOXIN-1,,,,,,
1507,2a4v-A,7,2.7,98,156,8,PEROXIREDOXIN,DOT5,,,,,
1508,3gyk-D,7,2.1,87,173,21,27KDA,OUTER,MEMBRANE,PROTEIN,,,
1509,3gyk-C,7,2.1,87,173,21,27KDA,OUTER,MEMBRANE,PROTEIN,,,
1510,2i81-E,7,2.9,102,167,19,2-CYS,PEROXIREDOXIN,,,,,
1511,4l0u-E,7,2.9,100,162,19,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1512,3a2w-D,7,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1513,3a2w-E,7,2.6,103,243,17,PROBABLE,PEROXIREDOXIN,,,,,
1514,3a2w-F,7,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1515,4l0u-F,7,3,100,169,17,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1516,5b6n-D,7,2.7,101,213,13,PEROXIREDOXIN-6,,,,,,
1517,6krp-G,7,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1518,6krk-C,7,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1519,6krk-G,7,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1520,2cv4-H,7,2.6,104,240,17,PEROXIREDOXIN,,,,,,
1521,2e2g-H,7,2.7,103,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1522,2rue-A,7,2.9,97,121,16,PROTEIN,DISULFIDE-ISOMERASE,,,,,
1523,1oaz-B,6.9,2.9,90,115,14,IMMUNOGLOBULIN,E,,,,,
1524,3dwv-A,6.9,3.1,102,162,8,GLUTATHIONE,PEROXIDASE-LIKE,PROTEIN,,,,
1525,3fkf-D,6.9,2.6,90,137,13,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1526,5ept-E,6.9,2.6,98,178,13,PEROXIREDOXIN,TSA2,,,,,
1527,4kb3-B,6.9,2.7,98,169,14,PEROXIDOXIN,,,,,,
1528,3ztl-B,6.9,2.7,102,183,15,THIOREDOXIN,PEROXIDASE,,,,,
1529,5dvb-E,6.9,2.6,98,183,13,TSA2P,,,,,,
1530,4xcs-D,6.9,2.8,103,176,16,PEROXIREDOXIN-1,,,,,,
1531,5jly-A,6.9,2.6,98,167,14,THIOREDOXIN,PEROXIDASE-1,,,,,
1532,4k1f-C,6.9,2.9,104,198,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1533,3dwv-B,6.9,3.2,104,163,9,GLUTATHIONE,PEROXIDASE-LIKE,PROTEIN,,,,
1534,4kb3-D,6.9,2.9,100,169,14,PEROXIDOXIN,,,,,,
1535,4k1f-B,6.9,2.9,104,198,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1536,3zl5-C,6.9,2.8,100,164,14,PEROXIREDOXIN,I,,,,,
1537,3tue-B,6.9,2.7,98,164,14,TRYPAREDOXIN,PEROXIDASE,,,,,
1538,1e2y-B,6.9,2.9,100,171,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1539,4k1f-D,6.9,3,104,196,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1540,3tue-C,6.9,3,100,164,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1541,3tks-C,6.9,2.6,102,197,13,PEROXIREDOXIN-4,,,,,,
1542,4k1f-E,6.9,2.9,104,197,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1543,5yry-A,6.9,3.1,91,116,13,5'-ADENYLYLSULFATE,REDUCTASE,"1,",CHLOROPLASTIC,,,
1544,3hvv-A,6.9,2.7,95,167,15,THIOL,PEROXIDASE,,,,,
1545,3fhk-D,6.9,3.1,97,143,15,UPF0403,PROTEIN,YPHP,,,,
1546,3fkf-C,6.9,2.6,90,140,13,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1547,6j13-I,6.9,2.7,98,163,14,2-CYS,PEROXIREDOXIN,,,,,
1548,6j13-E,6.9,2.7,97,162,14,2-CYS,PEROXIREDOXIN,,,,,
1549,6j13-F,6.9,2.7,98,163,14,2-CYS,PEROXIREDOXIN,,,,,
1550,3ixr-A,6.9,2.7,98,159,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1551,6j13-J,6.9,2.6,97,164,14,2-CYS,PEROXIREDOXIN,,,,,
1552,6j13-B,6.9,2.7,97,163,14,2-CYS,PEROXIREDOXIN,,,,,
1553,3gkk-A,6.9,2.6,97,156,10,BACTERIOFERRITIN,COMIGRATORY,PROTEIN,,,,
1554,2rm5-A,6.9,3.1,105,167,8,GLUTATHIONE,PEROXIDASE-LIKE,PROTEIN,,,,
1555,6j13-D,6.9,2.7,98,163,14,2-CYS,PEROXIREDOXIN,,,,,
1556,6j13-A,6.9,2.6,97,163,14,2-CYS,PEROXIREDOXIN,,,,,
1557,6j13-H,6.9,2.7,98,164,14,2-CYS,PEROXIREDOXIN,,,,,
1558,3tue-A,6.9,3,100,166,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1559,4x0x-C,6.9,2.6,96,154,11,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1560,5cax-C,6.9,2.3,78,95,9,GLUTAREDOXIN,,,,,,
1561,5ool-b,6.9,1.8,76,148,9,16S,RIBOSOMAL,RNA,,,,
1562,5ijt-B,6.9,2.9,100,171,16,PEROXIREDOXIN-2,,,,,,
1563,5vyo-A,6.9,3.3,91,189,12,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1564,5ijt-F,6.9,2.9,98,177,11,PEROXIREDOXIN-2,,,,,,
1565,2alb-A,6.9,3,92,113,14,PROTEIN,DISULFIDE-ISOMERASE,A3,,,,
1566,2i81-A,6.9,2.9,102,193,19,2-CYS,PEROXIREDOXIN,,,,,
1567,5ijt-G,6.9,2.7,99,164,16,PEROXIREDOXIN-2,,,,,,
1568,2h66-A,6.9,3,100,167,17,PV-PF14_0368,,,,,,
1569,4xvw-W,6.9,2.1,87,221,20,DSBA-LIKE,PROTEIN,,,,,
1570,2h66-H,6.9,2.6,97,167,19,PV-PF14_0368,,,,,,
1571,2h66-J,6.9,2.8,99,163,17,PV-PF14_0368,,,,,,
1572,5jly-B,6.9,2.6,98,167,14,THIOREDOXIN,PEROXIDASE-1,,,,,
1573,2i81-C,6.9,2.9,102,193,18,2-CYS,PEROXIREDOXIN,,,,,
1574,3a2w-B,6.9,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1575,3a2w-H,6.9,2.6,103,244,17,PROBABLE,PEROXIREDOXIN,,,,,
1576,2h66-B,6.9,2.6,97,171,18,PV-PF14_0368,,,,,,
1577,4l0u-C,6.9,2.9,98,172,17,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1578,6krm-C,6.9,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1579,2h66-D,6.9,2.9,100,169,18,PV-PF14_0368,,,,,,
1580,6krp-F,6.9,2.6,103,243,17,PEROXIREDOXIN,,,,,,
1581,4l0u-A,6.9,2.8,100,168,18,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1582,4l0u-H,6.9,2.6,97,167,19,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1583,1e2y-G,6.9,2.9,100,173,16,TRYPAREDOXIN,PEROXIDASE,,,,,
1584,2cv4-A,6.9,2.6,104,241,17,PEROXIREDOXIN,,,,,,
1585,2e2m-I,6.9,2.7,103,237,17,PROBABLE,PEROXIREDOXIN,,,,,
1586,2nvl-E,6.9,2.6,104,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1587,1oaz-A,6.9,2.9,90,115,14,IMMUNOGLOBULIN,E,,,,,
1588,4bpy-A,6.8,3,96,163,10,SCO,PROTEIN,,,,,
1589,3fkf-A,6.8,2.7,90,141,13,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1590,5ept-I,6.8,2.6,98,177,13,PEROXIREDOXIN,TSA2,,,,,
1591,5ept-D,6.8,3,102,170,14,PEROXIREDOXIN,TSA2,,,,,
1592,4xcs-E,6.8,3,104,177,16,PEROXIREDOXIN-1,,,,,,
1593,4xcs-B,6.8,3,104,176,16,PEROXIREDOXIN-1,,,,,,
1594,4mh3-D,6.8,2.8,95,168,13,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1595,4k1f-A,6.8,2.9,104,198,15,TRYPAREDOXIN,PEROXIDASE,,,,,
1596,6khx-E,6.8,2.9,102,208,20,PEROXIREDOXIN,,,,,,
1597,3qpm-C,6.8,2.7,102,194,15,PEROXIREDOXIN,,,,,,
1598,3zl5-B,6.8,2.7,98,164,14,PEROXIREDOXIN,I,,,,,
1599,3zlp-I,6.8,2.9,100,163,14,THIOREDOXIN,PEROXIDASE,,,,,
1600,3qpm-D,6.8,2.6,101,196,15,PEROXIREDOXIN,,,,,,
1601,5ijt-H,6.8,2.9,99,167,15,PEROXIREDOXIN-2,,,,,,
1602,3q6o-A,6.8,3.1,99,233,13,SULFHYDRYL,OXIDASE,1,,,,
1603,5epf-A,6.8,2.9,98,153,20,PEROXIREDOXIN,,,,,,
1604,3fkf-B,6.8,2.7,90,141,13,THIOL-DISULFIDE,OXIDOREDUCTASE,,,,,
1605,4x0x-B,6.8,2.6,96,154,11,PUTATIVE,PEROXIREDOXIN,MT2298,,,,
1606,3ph9-B,6.8,2.6,95,135,11,ANTERIOR,GRADIENT,PROTEIN,3,HOMOLOG,,
1607,1prx-B,6.8,2.9,102,218,13,HORF6,,,,,,
1608,2dj1-A,6.8,2.5,92,140,17,PROTEIN,DISULFIDE-ISOMERASE,A4,,,,
1609,5cax-B,6.8,2.2,76,95,8,GLUTAREDOXIN,,,,,,
1610,5oom-b,6.8,1.8,76,148,9,16S,RIBOSOMAL,RNA,,,,
1611,5cax-A,6.8,2.2,76,96,9,GLUTAREDOXIN,,,,,,
1612,4af2-A,6.8,2.8,95,175,15,THIOL,PEROXIDASE,,,,,
1613,5cax-D,6.8,2.3,77,96,9,GLUTAREDOXIN,,,,,,
1614,5hqp-A,6.8,2.7,98,181,13,PEROXIREDOXIN-4,,,,,,
1615,5b6m-D,6.8,2.9,100,211,14,PEROXIREDOXIN-6,,,,,,
1616,4xvw-V,6.8,2,86,221,20,DSBA-LIKE,PROTEIN,,,,,
1617,5b6m-E,6.8,2.7,104,221,13,PEROXIREDOXIN-6,,,,,,
1618,2i81-B,6.8,2.9,102,193,19,2-CYS,PEROXIREDOXIN,,,,,
1619,2h66-G,6.8,3,100,171,17,PV-PF14_0368,,,,,,
1620,4l0u-D,6.8,2.9,100,171,18,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1621,4l0u-G,6.8,2.6,98,171,18,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1622,2h66-I,6.8,2.6,98,177,18,PV-PF14_0368,,,,,,
1623,4l0u-I,6.8,2.9,100,177,18,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1624,2h66-C,6.8,3,100,170,17,PV-PF14_0368,,,,,,
1625,4l0u-B,6.8,2.7,99,171,18,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1626,6krs-G,6.8,2.6,103,242,17,PEROXIREDOXIN,,,,,,
1627,6krp-E,6.8,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1628,2lrn-A,6.8,2.7,92,152,20,THIOLDISULFIDE,INTERCHANGE,PROTEIN,,,,
1629,1yzx-A,6.8,2.7,83,218,12,GLUTATHIONE,S-TRANSFERASE,KAPPA,1,,,
1630,5ijt-J,6.8,2.6,96,176,11,PEROXIREDOXIN-2,,,,,,
1631,5ijt-E,6.8,2.9,98,178,11,PEROXIREDOXIN-2,,,,,,
1632,1psq-A,6.8,2.8,96,163,14,PROBABLE,THIOL,PEROXIDASE,,,,
1633,2e2m-G,6.8,2.7,102,238,18,PROBABLE,PEROXIREDOXIN,,,,,
1634,2nvl-H,6.8,2.7,104,242,17,PROBABLE,PEROXIREDOXIN,,,,,
1635,5ovq-C,6.8,2.6,103,219,16,PEROXIREDOXIN,,,,,,
1636,5ovq-G,6.8,2.7,104,218,15,PEROXIREDOXIN,,,,,,
1637,5ovq-J,6.8,2.7,104,217,15,PEROXIREDOXIN,,,,,,
1638,5ovq-F,6.8,2.7,104,218,15,PEROXIREDOXIN,,,,,,
1639,5ovq-I,6.8,2.7,104,218,15,PEROXIREDOXIN,,,,,,
1640,1mek-A,6.8,3.1,93,120,19,PROTEIN,DISULFIDE,ISOMERASE,,,,
1641,3j7y-b,6.7,1.7,74,148,9,16S,RRNA,,,,,
1642,3nzn-A,6.7,2.5,79,103,11,GLUTAREDOXIN,,,,,,
1643,1pqn-A,6.7,3,97,127,14,SPLICEOSOMAL,U5,SNRNP-SPECIFIC,15,KDA,PROTEIN,
1644,4mh3-I,6.7,2.7,93,167,13,THIOREDOXIN-DEPENDENT,PEROXIDE,"REDUCTASE,",MITOCHO,,,
1645,6khx-C,6.7,2.9,102,211,20,PEROXIREDOXIN,,,,,,
1646,6khx-H,6.7,2.9,102,203,20,PEROXIREDOXIN,,,,,,
1647,3qpm-A,6.7,2.6,102,195,15,PEROXIREDOXIN,,,,,,
1648,3hy2-A,6.7,2.9,100,185,17,PEROXIREDOXIN-1,,,,,,
1649,2rii-B,6.7,2.9,100,185,17,PEROXIREDOXIN-1,,,,,,
1650,3qpm-E,6.7,2.6,102,195,15,PEROXIREDOXIN,,,,,,
1651,3tkq-B,6.7,2.6,98,185,13,PEROXIREDOXIN-4,,,,,,
1652,5xbq-F,6.7,2.6,103,214,16,PEROXIREDOXIN,,,,,,
1653,5ijt-D,6.7,2.9,98,158,15,PEROXIREDOXIN-2,,,,,,
1654,3hy2-B,6.7,2.9,100,184,17,PEROXIREDOXIN-1,,,,,,
1655,3qpm-B,6.7,2.7,101,194,15,PEROXIREDOXIN,,,,,,
1656,5ijt-C,6.7,2.6,94,157,17,PEROXIREDOXIN-2,,,,,,
1657,1prx-A,6.7,2.8,104,220,13,HORF6,,,,,,
1658,3a5w-E,6.7,2.6,103,242,18,PROBABLE,PEROXIREDOXIN,,,,,
1659,2nbs-A,6.7,2.9,92,116,18,E_1R26,,,,,,
1660,2h8l-A,6.7,2.9,89,232,4,PROTEIN,DISULFIDE-ISOMERASE,A3,,,,
1661,2xpd-A,6.7,2.7,93,166,18,THIOL,PEROXIDASE,,,,,
1662,2xpd-B,6.7,2.7,93,167,18,THIOL,PEROXIDASE,,,,,
1663,1psq-B,6.7,3,99,163,13,PROBABLE,THIOL,PEROXIDASE,,,,
1664,3p7x-D,6.7,3,95,163,11,PROBABLE,THIOL,PEROXIDASE,,,,
1665,1y25-B,6.7,2.7,96,165,17,PROBABLE,THIOL,PEROXIDASE,,,,
1666,4ce4-x,6.7,2.4,78,85,0,MRPL27,,,,,,
1667,2rii-A,6.7,2.9,100,184,17,PEROXIREDOXIN-1,,,,,,
1668,2h66-F,6.7,2.8,99,168,18,PV-PF14_0368,,,,,,
1669,3a5w-H,6.7,2.6,103,243,18,PROBABLE,PEROXIREDOXIN,,,,,
1670,2obk-C,6.7,2.2,74,82,11,SELT/SELW/SELH,SELENOPROTEIN,DOMAIN,,,,
1671,6feu-H,6.7,2.6,103,215,17,PEROXIREDOXIN,,,,,,
1672,6gww-B,6.7,2.6,103,215,16,PEROXIREDOXIN,,,,,,
1673,5ovq-K,6.7,2.6,103,219,15,PEROXIREDOXIN,,,,,,
1674,1v9w-A,6.6,3,93,130,13,PUTATIVE,42-9-9,PROTEIN,,,,
1675,2yzh-D,6.6,2.6,93,171,15,PROBABLE,THIOL,PEROXIDASE,,,,
1676,2lqo-A,6.6,2.4,77,88,17,PUTATIVE,GLUTAREDOXIN,RV3198.1/MT3292,,,,
1677,4tw5-A,6.6,3.2,96,264,7,EPS1P,,,,,,
1678,2lrt-A,6.6,2.8,91,152,12,UNCHARACTERIZED,PROTEIN,,,,,
1679,1y25-A,6.6,2.7,94,165,17,PROBABLE,THIOL,PEROXIDASE,,,,
1680,5ept-A,6.6,2.8,98,175,13,PEROXIREDOXIN,TSA2,,,,,
1681,6khx-J,6.6,2.9,102,207,20,PEROXIREDOXIN,,,,,,
1682,6khx-D,6.6,2.9,102,208,20,PEROXIREDOXIN,,,,,,
1683,3tkq-A,6.6,2.6,98,191,13,PEROXIREDOXIN-4,,,,,,
1684,5hqp-B,6.6,2.7,98,175,13,PEROXIREDOXIN-4,,,,,,
1685,3zlp-f,6.6,2.7,97,165,13,THIOREDOXIN,PEROXIDASE,,,,,
1686,5j9c-A,6.6,2.8,93,167,12,PEROXIREDOXIN,ASP,F3,,,,
1687,1wp0-B,6.6,3.3,100,161,13,SCO1,PROTEIN,HOMOLOG,,,,
1688,2h8l-C,6.6,2.9,88,232,5,PROTEIN,DISULFIDE-ISOMERASE,A3,,,,
1689,5mu1-A,6.6,2.4,92,1377,7,UDP-GLUCOSE-GLYCOPROTEIN,GLUCOSYLTRANSFERASE-LIKE,,,,,
1690,5jwq-B,6.6,2.6,82,88,7,CIRCADIAN,CLOCK,PROTEIN,KINASE,KAIC,,
1691,2qc7-B,6.6,2.7,90,224,7,ENDOPLASMIC,RETICULUM,PROTEIN,ERP29,,,
1692,2xpd-D,6.6,2.8,95,167,18,THIOL,PEROXIDASE,,,,,
1693,4tw5-D,6.6,3.2,97,264,7,EPS1P,,,,,,
1694,3p7x-B,6.6,2.8,96,163,11,PROBABLE,THIOL,PEROXIDASE,,,,
1695,1qq2-B,6.6,3,100,173,16,THIOREDOXIN,PEROXIDASE,2,,,,
1696,1wou-A,6.6,2.8,89,119,13,THIOREDOXIN,#NAME?,"PROTEIN,",14,KDA,,
1697,5cnw-A,6.6,2.2,80,229,19,FRNE,PROTEIN,,,,,
1698,1qq2-A,6.6,3,100,173,16,THIOREDOXIN,PEROXIDASE,2,,,,
1699,3a5w-I,6.6,2.6,103,244,18,PROBABLE,PEROXIREDOXIN,,,,,
1700,2rm6-A,6.6,3.4,105,167,8,GLUTATHIONE,PEROXIDASE-LIKE,PROTEIN,,,,
1701,4l0u-J,6.6,2.8,99,179,17,2-CYS,"PEROXIREDOXIN,",PUTATIVE,,,,
1702,6krk-H,6.6,2.6,103,244,17,PEROXIREDOXIN,,,,,,
1703,2ojl-A,6.6,2.1,74,79,8,HYPOTHETICAL,PROTEIN,,,,,
1704,6feu-G,6.6,2.7,104,215,16,PEROXIREDOXIN,,,,,,
1705,5ovq-A,6.6,2.6,103,219,15,PEROXIREDOXIN,,,,,,
1706,3u5r-E,6.5,2.5,92,183,18,UNCHARACTERIZED,PROTEIN,,,,,
1707,3u5r-H,6.5,2.5,92,184,18,UNCHARACTERIZED,PROTEIN,,,,,
1708,6itz-A,6.5,2.5,102,213,18,PEROXIREDOXIN,,,,,,
1709,3tb2-A,6.5,2.6,101,219,13,1-CYS,PEROXIREDOXIN,,,,,
1710,6khx-G,6.5,2.9,102,209,20,PEROXIREDOXIN,,,,,,
